112;186;5.198259670385501;25.332609558822135;0.5
136;169;4.163607174533797;19.267236460056353;0.5
157;157;3.7645739946305983;21.232972015647107;0.5
177;148;3.1001873412704493;15.734081797719952;0.5
198;140;2.5771451283856504;14.84071439877674;0.5
216;134;2.1089485435704503;13.217130692989564;0.5
233;129;1.8496522436266136;13.893153050476428;0.5
248;125;1.9287399663461617;9.20044325722597;0.5
265;121;2.0737262676366464;11.057761163100366;0.5
283;117;2.2227066947600456;9.451125516382376;0.5
299;114;2.3360952215224025;9.614396242250933;0.5
315;111;2.432654606907839;11.31046810163781;0.5
327;109;2.4495902499394075;10.542301558557341;0.5
339;107;2.4898981282179906;9.93727895578823;0.5
352;105;2.5176231842882015;10.671695733875481;0.5
366;103;2.5449093560252316;12.344712948021566;0.5
380;101;2.610122214780533;12.134816786378593;0.5
396;99;2.681291877156092;12.288792233505177;0.5
412;97;2.724218849347405;11.630126690420127;0.5
