157;157;1.1032406262365737;7.993753665587349;0.5
177;148;1.0099591277416864;7.7311016313688015;0.5
198;140;0.8693513820773625;5.815529173597661;0.5
216;134;0.841357740461717;4.90814112986962;0.5
233;129;0.7996448788165595;5.763224185307166;0.5
248;125;0.7922667272126244;5.000277416256097;0.5
265;121;0.8289860159468379;4.884814664654126;0.5
283;117;0.8807656789067901;5.534644468271442;0.5
299;114;0.8996734153855221;4.96545916537254;0.5
315;111;0.925845634537362;5.087987952868048;0.5
327;109;0.9517996379033811;5.266310068934899;0.5
339;107;0.9705099174778675;5.111278904542274;0.5
352;105;0.9841662937983905;4.592339028766872;0.5
366;103;1.0087836273843582;4.97922424699243;0.5
380;101;1.0482564840721376;5.184193807475282;0.5
396;99;1.073638854241042;4.759854323605737;0.5
579;144;0.6834211288801881;4.227727301619604;0.5
555;147;0.6986711003885768;4.307156798761611;0.5
541;149;0.6981814854687947;4.5697113993169935;0.5
519;152;0.7045746530344352;4.832943400620053;0.5
499;155;0.704007749274514;4.713659461819731;0.5
475;159;0.7049143987453335;4.637418366598553;0.5
457;162;0.7156768720453286;5.0090317220272595;0.5
435;166;0.7192497817326159;5.519600678351566;0.5
410;171;0.7442130414954208;5.917077236575977;0.5
387;176;0.7902287649588533;5.798947656072244;0.5
362;182;0.8388784821608946;6.51528228901887;0.5
340;188;0.8616257393948002;6.13314867890216;0.5
312;196;0.9140332168293379;6.2245766695069165;0.5
286;205;0.8960016822017919;6.457799966652146;0.5
260;215;0.9266166811753234;7.130843372042513;0.5
229;229;1.0564375644375414;8.27730102923279;0.5
197;247;1.0885589885415337;8.92980882246502;0.5
163;271;1.3407521939884706;9.980069253767539;0.5
124;311;1.8882091259394964;14.517446894275622;0.5
54;269;2.260944220286288;16.396058681093805;0.5
86;213;1.8781552984923706;15.266389464947032;0.5
112;186;1.432415725258044;10.858554125330343;0.5
136;169;1.1384616204376703;7.756383373949973;0.5
412;97;1.101086465568756;6.217594144762472;0.5
