100;50;6.0147081019221575;144.55676007414232;1
100;50;33.83759871224179;272.7262531213552;0.5
100;50;5.85077571122876;145.9337436208134;0.5
100;50;6.0147081019221575;144.55676007414232;1
100;50;5.78605153769256;146.51619144825384;0.25
100;50;5.7714526421117185;146.60845119139086;0.125
100;50;5.78605153769256;146.51619144825384;0.25
100;50;5.85077571122876;145.9337436208134;0.5
251;80;4.101932309292714;125.28059941157893;1
251;80;3.8951676022774016;121.60189328150311;0.5
251;80;3.8256477483839326;121.21814099993475;0.25
251;80;3.8111051894283294;120.86435461924262;0.125
157;50;69.29232817747642;1225.9599748302135;0.5
157;50;69.29232817747642;1225.9599748302135;0.5
157;50;33.98717505632193;292.3841975771001;0.5
62;20;26.214729495752703;272.78292144721263;0.5
62;20;26.192421812945692;272.44589922742034;0.5
62;20;25.974631410834238;269.79041117206435;0.5
62;20;12.109293338803585;222.95933247339724;0.5
78;25;9.97110692779087;157.7803588202322;0.5
78;25;9.97110692779087;157.7803588202322;0.5
